Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,6/20/2024,7,7d60f41e5c2719efeff5cc77c1844d350beaf790,3d44f39fe64d9499e4a5bfed79ae1cd45539329f,35,,,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,507,5D,401600,136900,38.9,-76.982,507,5D,401600,136900,38.9,-76.982
Adult,2024,6/20/2024,17,b4da1fe99ba09338303f42e211890f550c43d283,9108b5ff5c84b57ac6c883125d01a9a80ceabff7,35,607,6D,BLACK,NOT HISPANIC,FEMALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,104,1D,400500,136900,38.9,-76.994,104,1D,400500,136900,38.9,-76.994
Adult,2024,6/20/2024,14,207a61e0807ebf7a88d5c296eb6d2dbc3f91b759,1f68200d04c4260f60ed747c722765467b5f9f57,34,706,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,405,4D,400300,142500,38.951,-76.997,405,4D,400300,142500,38.951,-76.997
Adult,2024,6/20/2024,17,326c0c53b8b952b036839b7f8f9f9241f7c71343,6d494d2392af54ada496a581ad19139ce7ac3ba9,33,608,6D,BLACK,NOT HISPANIC,MALE,Burglary,Burglary Two (B2),603,6D,403900,135800,38.89,-76.955,603,6D,403900,135800,38.89,-76.955
Adult,2024,6/20/2024,18,4035335e23cb28535edd58539e0c5d83501079ee,e6d7cf42757dc7391fe710c3c3228332e227b61f,32,302,3D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,409,4D,398200,140600,38.933,-77.02,409,4D,398200,140600,38.933,-77.02
Adult,2024,6/20/2024,3,a830976365dda4ecbb04a36117feb5fba6a86c12,55fa0bb5fbaa41c7975d47a4b754d454d390ac6f,32,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,701,7D,401600,132900,38.864,-76.981,701,7D,401600,132900,38.864,-76.981
Adult,2024,6/20/2024,21,ec581ab416a59164a2a2265d603f2a1f29149c5e,31ea94b5e5113a4a0e02358e3b9959a844d9a1d5,32,702,7D,BLACK,NOT HISPANIC,MALE,Homicide,Murder II,702,7D,402700,131900,38.855,-76.969,602,6D,405300,137000,38.901,-76.939
Adult,2024,6/20/2024,19,702c6df5c6514f4db1ac7be8f1eba041add3ce10,5b94935256a2a7bb7d878757388769cd2a8a4cc2,32,505,5D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,607,6D,401400,133200,38.867,-76.983,607,6D,401400,133200,38.867,-76.983
Adult,2024,6/20/2024,13,13e04dbb352386dcf2ffc7817e83c70380761680,91d490c7290723394c66c6011212ade0c3b2a4ad,32,607,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,607,6D,402700,133400,38.869,-76.969,607,6D,402700,133400,38.869,-76.969
Adult,2024,6/20/2024,19,37d3632567d587bd968ece861807678fbd728abd,515d2c0149e373bbae47ea502405d5ecb7d4030b,31,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,101,1D,398200,136900,38.9,-77.021,101,1D,398200,136900,38.9,-77.021
Adult,2024,6/20/2024,5,958921ed3ee1961f2cce55a67e07169bb07dfe71,456fd3e6ee393b2759da988e971138d6d196c870,31,602,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),703,7D,400800,132300,38.858,-76.991,703,7D,400800,132300,38.858,-76.991
Adult,2024,6/20/2024,15,3b1124307f355c1b7c9fa0ff08451ed479a89518,d08afba31ab5b44aaffb222b48d9735200b2ad08,31,602,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Permit Suspended-oas,602,6D,405300,136800,38.899,-76.939,602,6D,405300,136800,38.899,-76.939
Adult,2024,6/20/2024,17,969b6c6ea8b9159b14594d09877db8e8e04c9de2,ae421202834774772c76fc338644c1f55fb12590,30,705,7D,OTHER,HISPANIC,MALE,Weapon Violations,Possession Of A Large Capacity Ammunition Feeding Device (and),208,2D,397100,138000,38.909,-77.034,208,2D,397100,138000,38.909,-77.034
Adult,2024,6/20/2024,2,a3166a7c9aa51328c131a31c508a6599dce60dd6,7fa09a09136d6a3da5196873488f4296c21cd831,30,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,607,6D,402200,133000,38.865,-76.974,607,6D,402200,133000,38.865,-76.974
Adult,2024,6/20/2024,17,bf18628a711398c1e19cf8aa1a115f7113b993e6,ff4414a9c265271f9150b3291dda9f8014ca4fa8,29,502,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Consumption of marijuana in public space prohibited,502,5D,400000,139100,38.92,-77,502,5D,400000,139100,38.92,-77
Adult,2024,6/20/2024,18,cb1c1dfd238b26422147f590cb785d99173bd3c4,337e7c9e9d7312f6b408a235e28560773a3d5c52,29,701,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,701,7D,401700,132900,38.864,-76.981,701,7D,401700,132900,38.864,-76.981
Adult,2024,6/20/2024,11,5e88bf9970befddf3e93d04547e28227862fc218,baa40d3e41ff71a34eec1d5a69e6ce7936831de6,29,603,6D,UNKNOWN,UNKNOWN,FEMALE,Traffic Violations,No Permit,603,6D,403800,136100,38.892,-76.957,603,6D,403800,136100,38.892,-76.957
Adult,2024,6/20/2024,17,788cfc5b6267e36c2fdf279016ed6805dd0df141,d4da9ea431a3d6485a719df1c506387788b6965d,29,502,5D,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),502,5D,400000,139100,38.92,-77,502,5D,400000,139100,38.92,-77
Adult,2024,6/20/2024,7,08c5235449ce0986d45b5b1bdcb0f3980ccd0b62,7742fad3e9951e99d2bc558469a22c3e588d6fe8,28,601,6D,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,204,2D,395000,140600,38.933,-77.057,204,2D,395500,139600,38.924,-77.052
Adult,2024,6/20/2024,13,d4f0340e44e53665d161c109d86b69522ca1ac6f,eb9a9723d4d008b894579f3342537f3b0270ae5b,28,103,1D,BLACK,HISPANIC,MALE,Simple Assault,Simple Assault,105,1D,398500,134400,38.878,-77.017,103,1D,398600,134900,38.882,-77.016
Adult,2024,6/20/2024,15,c91aaec41ccdfada4c7a785e736b2e4d286608c3,c423bf52e969bb439711ba403e302aed8e59cc7f,28,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,604,6D,406100,135400,38.886,-76.93,604,6D,406100,135400,38.886,-76.93
Adult,2024,6/20/2024,18,c0029c6902745d5d134852faf0099db31231f2dd,6b25751950088e43f53e130ceb3c484f71614c46,28,401,4D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,406,4D,399800,144100,38.965,-77.002,406,4D,399800,144100,38.965,-77.002
Adult,2024,6/20/2024,15,2fa794c28689867f20f137cc4ff3f7057cca8d79,0ac3d6a1c2c7a410cc23e808d38a7aca0a8cd4da,27,,,UNKNOWN,UNKNOWN,MALE,Theft,Theft Second Degree - Felony (all Other Larceny),209,2D,397800,137200,38.903,-77.025,209,2D,397500,137000,38.901,-77.029
Adult,2024,6/20/2024,19,2425c3ec3e397680b63184db0795cdc53bfe84b3,0ffc695a4ecc08e07671e7f5d4f4ab493fee00a8,27,604,6D,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,607,6D,401400,133200,38.867,-76.984,607,6D,401400,133200,38.867,-76.984
Adult,2024,6/20/2024,22,1b3ae30f095e569bf916d5b356fbad209ee21d64,cd9082cd61762abe6b1e4105a037b41c07c8a856,27,,,WHITE,NOT HISPANIC,MALE,Simple Assault,Simple Assault,,,396800,138600,38.916,-77.037,301,3D,396900,138800,38.917,-77.036
Adult,2024,6/20/2024,4,a5165725e32c5e76b1a8ec207acdaf9a2a4d9577,636b7f47e14ee5483728b40b8f5325f3e0a44f4c,26,602,6D,BLACK,NOT HISPANIC,FEMALE,Release Violations,Contempt - Misdemeanor,608,6D,406100,136900,38.9,-76.93,603,6D,403900,135200,38.885,-76.955
Adult,2024,6/20/2024,0,49ef1a5291da47145b583ef501735052bd3492a6,bcd632dfa9842e9c9c3ef5a03042ba51e6c1b6de,26,,,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,304,3D,397000,139100,38.92,-77.035,304,3D,397000,139100,38.92,-77.035
Adult,2024,6/20/2024,0,b052ddf3c73e09384de9aacf6956975685a2fb05,3adcfbb9521a1e3e5ecff0aa02d8b1ec2cbdb64c,25,708,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,107,1D,401800,135100,38.884,-76.979,107,1D,401800,135100,38.884,-76.979
Adult,2024,6/20/2024,11,1828350f34a212787354551216ed1bfef32b8668,89d4a17a90fbb1b073c9e77edf0ed32490f8d20f,25,102,1D,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,101,1D,398300,136600,38.897,-77.02,101,1D,398300,136600,38.897,-77.02
Adult,2024,6/20/2024,19,2d3dc20074b97d2a82a6f1b626eb0877010a75d4,bfb7f5cdcbb539d98313de9df3d66531d18ea01c,25,,,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,607,6D,401400,133200,38.867,-76.984,607,6D,401400,133200,38.867,-76.984
Adult,2024,6/20/2024,23,badd7f2c0d2423fba72a6cfa1e041151815d6d73,e2227f59612e6707959bdf9145e359f33c29aacd,25,,,WHITE,HISPANIC,MALE,Other Crimes,Unlawful Entry,101,1D,398200,136700,38.898,-77.021,101,1D,398200,136700,38.898,-77.021
Adult,2024,6/20/2024,17,c3261ce28a052f008b6c6e51b3f1bcc5902664ff,ca4537c40b56aa145d6153ccc9f5702e5eea1e05,25,706,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,706,7D,400000,129400,38.832,-77,706,7D,400000,129400,38.832,-77
Adult,2024,6/20/2024,16,fd5a3e8b62a476cbeb2a49745bab252deb9c865e,bb49b646690fcf4232768082190c78532102edb1,24,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,608,6D,406400,137300,38.903,-76.927,602,6D,405700,137200,38.903,-76.934
Adult,2024,6/20/2024,12,5de5f304d080cfc8ad74a26515e914f79794a3f5,e4315534f39e859f5933ee779f0dea4e18c2a461,23,409,4D,WHITE,UNKNOWN,MALE,Disorderly Conduct,Urinating Or Defecating In Public,302,3D,397100,140100,38.929,-77.034,302,3D,397100,140100,38.929,-77.034
Adult,2024,6/20/2024,13,a5b7138adad7356794ce507d9dbded5dba386be6,c4e8bdbe79c48807e7abb7f4beb3b3d87f1a4de7,22,302,3D,WHITE,HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,307,3D,,,,,307,3D,397600,137700,38.907,-77.027
Adult,2024,6/20/2024,18,02c6d632b0f34cf063b611dda737948c4f5fcb82,c09f44f77e2438a7b59e975f5b8a7d3b863fba69,21,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,203,2D,394600,141600,38.942,-77.062,203,2D,394600,141600,38.942,-77.062
Adult,2024,6/20/2024,1,0704622d9c72528fb22cd512b1da0b6877bc7325,c65689d819722e9c0284d25502c883f452a8902d,21,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,402300,132000,38.856,-76.973,702,7D,402300,132000,38.856,-76.973
Adult,2024,6/20/2024,0,c721061f35e0f8cdb0de2bc5e67ce4207e77a1d9,2dd12c01c3b21c9ebed0851821229995117fd4a1,21,204,2D,WHITE,UNKNOWN,FEMALE,Narcotics,Distribution Of A Controlled Substance,205,2D,392500,141000,38.937,-77.087,205,2D,392500,140600,38.933,-77.087
Adult,2024,6/20/2024,16,cae38ac93d152cee600f15ad9629c2298c9aecb2,41b36a09e2d2bb15c76cbd6a0664737e8e67a5b4,20,704,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,704,7D,401700,131400,38.851,-76.98,704,7D,401700,131400,38.851,-76.98
Adult,2024,6/20/2024,23,3280318a48549eb43a0d6ab1577de4ffb9225566,acdd4c57712b2966790c92b4c86474deb331debb,20,,,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,207,2D,396600,137300,38.904,-77.039,207,2D,396100,137500,38.905,-77.045
Adult,2024,6/20/2024,16,26ab0d2b529f2739d08a04c0d150d2a7a9b4aa51,fec4b0d7e4a4b00e79428ca893d25bd3bfe6b1b4,20,603,6D,BLACK,NOT HISPANIC,MALE,Theft,Shoplifting,603,6D,404100,135900,38.891,-76.953,603,6D,404100,135800,38.89,-76.953
Adult,2024,6/20/2024,12,0c732863eb461cce4883535d796084c6723eb9d2,2e4f8135b4b30e339441af89108f48e1f7f1c880,19,,,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,101,1D,398200,136700,38.898,-77.021,101,1D,398200,136700,38.898,-77.021
Adult,2024,6/20/2024,10,14028075aa4a3ec09cd59470fdbe75387909b65f,6d382892b9eb23edac6d9d90166c73c2013a69cb,19,,,BLACK,NOT HISPANIC,MALE,Release Violations,Absconder (Custody Order),102,1D,398600,136300,38.894,-77.017,102,1D,398600,136300,38.894,-77.017
Adult,2024,6/21/2024,16,d230a2227104cdb243674d6bf0be2b0b3786d041,83b3b32498c8456e4fb38ba9f6e05c46685277d5,67,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),307,3D,397900,137900,38.909,-77.024,307,3D,397900,137900,38.909,-77.024
Adult,2024,6/21/2024,16,dd4320feb6198c60b41c508788815f0b4a3d527a,59f25dc8a829bb71079cbb74eb9c238a159cd6ae,66,401,4D,WHITE,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,302,3D,396800,140100,38.929,-77.037,302,3D,396800,140100,38.929,-77.037
Adult,2024,6/21/2024,16,4845f6a7fea5d8e14ccbf915729f538a6674c480,10babc6dcf51f8d4a9ed4a05272a53dac2c8d247,62,602,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,608,6D,406000,137000,38.9,-76.931,602,6D,405800,136300,38.894,-76.933
Adult,2024,6/21/2024,16,c8b6ee9ec18f53a9e7318fd69dc8cdb1e43d282e,73917d9b304f5f395a475b79a869f3f8fb6f7a1f,59,601,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,602,6D,405800,136300,38.894,-76.933,602,6D,405800,136300,38.894,-76.933
Adult,2024,6/21/2024,19,279b15a1b3b454df4f78959fb7e885571dfea471,1f3bd7493e919831f93bb861aa35b62efd85d4cf,57,302,3D,WHITE,NOT HISPANIC,FEMALE,Release Violations,Fugitive From Justice,302,3D,396400,140300,38.93,-77.042,302,3D,396400,140300,38.93,-77.042
Adult,2024,6/21/2024,15,0ca89f1abdc43395ec26347c351ec5db224dc296,7d92b02235b4d3eabdbb148de2a0f3136215c462,57,302,3D,WHITE,HISPANIC,MALE,Other Crimes,Unlawful Entry,402,4D,397600,143800,38.962,-77.027,402,4D,397600,143800,38.962,-77.027
Adult,2024,6/21/2024,11,51d0907f43b54811b6499f5f2ef5375bd23a7b69,9ca74daa27c10e01b1c9aa888b0f7b99d491315f,56,601,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,304,3D,398000,139800,38.926,-77.023,304,3D,398000,139800,38.926,-77.023
Adult,2024,6/21/2024,14,22061821a2f90fece131002c3feac80ed7178b32,e47ddf58ee78415ab000dbcbeb1903a1ea549996,56,701,7D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),607,6D,,,38.866,-76.982,607,6D,,,38.866,-76.982
Adult,2024,6/21/2024,19,318645223c96c1baf7ed96a9ace74259125de2a0,8b2703d5ab37ee9435c15c02531925e4298dcf18,55,701,7D,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,603,6D,403600,135200,38.885,-76.958,603,6D,403600,135200,38.885,-76.958
Adult,2024,6/21/2024,11,5a0f88fe54e0bfdcfd93b534030134074eb0a5ef,0361028fbccd4dc60b81397348f2d693aacbe686,51,706,7D,BLACK,UNKNOWN,MALE,Sex Offenses,Sex Abuse- Misd,706,7D,400500,128800,38.827,-76.995,706,7D,400500,128800,38.827,-76.995
Adult,2024,6/21/2024,21,d3ec9af769eb137753aa15b3e0f593152cc96dfc,e4818b5b90c7b7077e96c86e0c3864ba94371ad7,49,104,1D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,104,1D,400900,137200,38.902,-76.99,104,1D,400900,137200,38.902,-76.99
Adult,2024,6/21/2024,18,89828dd51a6f1e4563eed781135efd0bbd9c0e93,3ebba6e410b82ebde4f7759e4e711f9336e86ad7,46,708,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,601,6D,404600,137000,38.901,-76.947,601,6D,404600,137000,38.901,-76.947
Adult,2024,6/21/2024,18,d9eaf49030134cc17a9373f975f850746c7ce9d1,a10e98034ad3bbea17e3a22335dde0f5e3a01378,44,707,7D,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),707,7D,399300,129400,38.832,-77.008,707,7D,399300,129400,38.832,-77.008
Adult,2024,6/21/2024,17,98967e4a4d46d66b1a5ff61f61cdda9781ef0479,02827f7f20474db70691f5c0815813b332b8a20d,41,703,7D,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,708,7D,399300,128100,38.82,-77.008,708,7D,399300,128100,38.82,-77.008
Adult,2024,6/21/2024,11,295bd9cd77a1ac7dacb2d24383e9b02880e6cdf2,73e0b5a2431dc4e70a3a76b034978a25a69f9108,38,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,101,1D,398100,136800,38.899,-77.022,101,1D,398100,136800,38.899,-77.022
Adult,2024,6/21/2024,16,eca3aa301b1093b7abfc6c5b0371e53e972aed88,d6ba1e75a458105faae46f33211b89cf5fcbe8e1,38,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,302,3D,397100,140100,38.929,-77.034,302,3D,397100,140100,38.929,-77.034
Adult,2024,6/21/2024,19,bb8594b6223bfc90116fdf8257d6e4ca4d32805a,370189aee757b918ed33f28f2430fa50062c6d82,38,,,UNKNOWN,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,506,5D,400900,137700,38.907,-76.989,506,5D,400900,137700,38.907,-76.989
Adult,2024,6/21/2024,11,70fe572d37096e0a4f0f4cf366494a4f99e2e4af,d2a20a6d1e959455fd82b55ba10587b487222894,36,501,5D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),209,2D,397300,137400,38.904,-77.032,207,2D,397200,137400,38.904,-77.032
Adult,2024,6/21/2024,19,60cd6ecf8b4f94ca1a15a82184fe1bceca946e83,bfdd47ad052d50d3deac167bffa590ef2b29df36,36,608,6D,WHITE,UNKNOWN,MALE,Narcotics,Poss W/i To Dist Marijuana-fel,608,6D,406700,136900,38.9,-76.923,608,6D,406700,136900,38.9,-76.923
Adult,2024,6/21/2024,17,ce27cc99c6977b7cb8103ae55849ea301b94c537,3b2ecf7310e905f45938d75e55adbd5db256fba5,35,703,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,206,2D,394600,137500,38.905,-77.062,206,2D,394600,137500,38.905,-77.062
Adult,2024,6/21/2024,15,cf778d1730159f82d6ae63144fade214e0105c1a,d40826f2032ce71c5b37ddfc02bd8cc44b9a0fc7,35,703,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,604,6D,405300,135100,38.884,-76.939,604,6D,405300,135100,38.884,-76.939
Adult,2024,6/21/2024,0,e197cd9bdcbbdc7d36b33bf5f6d9e0f6eac4a043,22e70cf2e4deb717c8bd5fdc6917221372efef8d,34,409,4D,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,409,4D,398100,141000,38.937,-77.022,409,4D,398100,141000,38.937,-77.022
Adult,2024,6/21/2024,22,a38feb860c1c52e6ae16041f74dca9fe79f82331,b2b6315a32627e26e5191a39b77a46e174b9e3e0,34,,,BLACK,UNKNOWN,FEMALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,207,2D,396800,137000,38.901,-77.037,207,2D,396800,137000,38.901,-77.037
Adult,2024,6/21/2024,0,afceea0ae85f032d16243895ad1db412cedd5eb9,d3d6e17588980e355857a147a36d5d34d45e3399,34,306,3D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,308,3D,398200,137300,38.904,-77.02,308,3D,398200,137300,38.904,-77.02
Adult,2024,6/21/2024,18,5eef40e2958ce425f1dd37a67b9a84c71538a490,0c9b32d7ef7c04ee3beb83385f1ca5cdad0c455f,33,502,5D,BLACK,UNKNOWN,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),707,7D,399300,129400,38.832,-77.008,707,7D,399300,129400,38.832,-77.008
Adult,2024,6/21/2024,18,4796f6e159e92d81b938ac40d39d47f0b073abc5,6d87e5b0ea07ad12e7ed09aa38f48275635b1078,33,702,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,702,7D,401900,131900,38.855,-76.978,702,7D,401900,131900,38.855,-76.978
Adult,2024,6/21/2024,16,bdb1ba0c349ae2ddac6b14ee1646558d2c931a05,1c5cdd65881070a12ee5d196efbac39d6616444e,30,308,3D,BLACK,NOT HISPANIC,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,104,1D,400400,136900,38.9,-76.995,104,1D,400400,136900,38.9,-76.995
Adult,2024,6/21/2024,16,5591ff4e8d0091866bf002e6468ac872cbdcc660,44fb799e64bf5e0a74d44b9635891d0317a7952a,30,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,Counterfeit Tags,608,6D,405800,135900,38.891,-76.933,608,6D,405800,135900,38.891,-76.933
Adult,2024,6/21/2024,19,9b975feda96003bfe7d3ff99976283293aae5068,743e2ba1339124918d22d6fde55b6d8d134934a9,30,,,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),305,3D,397600,139100,38.92,-77.027,305,3D,397600,139100,38.92,-77.027
Adult,2024,6/21/2024,13,9c16c305c7ca40aac56e5cbfec7f5bc7b2aad75d,4fe336e96bc663f928c2032d5d9ca040bd432607,29,601,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),402,4D,397600,144600,38.969,-77.028,402,4D,397600,144600,38.969,-77.028
Adult,2024,6/21/2024,19,02e3f3482335b22150b9aee90335205047603a73,995c920f782753e05cd099d082db63b8d45ae446,28,401,4D,BLACK,UNKNOWN,MALE,Aggravated Assault,Felony Strangulation,301,3D,397200,138900,38.918,-77.033,301,3D,397200,138900,38.918,-77.033
Adult,2024,6/21/2024,21,02fc4d82e581f9aebeeb4681b03c2f5ca7797a51,2fcdfd5a9b468e642741a2fd70dcaf30f9e0b0fb,28,708,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,106,1D,400800,134500,38.879,-76.991,106,1D,400800,134500,38.879,-76.991
Adult,2024,6/21/2024,18,d23c77588191f3033863c90cedc8a803d3efb49b,8abff60f17e79aa1fa6c06766742c6e213fe951d,27,,,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of Marijuana-misd,301,3D,397100,138800,38.917,-77.034,301,3D,397100,138800,38.917,-77.034
Adult,2024,6/21/2024,13,0d983839e1c300e32248cbcc5e2e4dbae48cf06d,65571b61837ca9806c4dad266d03bc2dd54ff6b8,26,,,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,702,7D,402300,131900,38.855,-76.973,702,7D,402300,131900,38.855,-76.973
Adult,2024,6/21/2024,13,99fa25344bc95173fbb2198cbfdf4a7820462bbe,9afb58fb06b5be2850c606133e0aed126ddb0480,25,108,1D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft Second Degree (theft From Building),207,2D,396400,137300,38.904,-77.042,207,2D,396400,137300,38.904,-77.042
Adult,2024,6/21/2024,18,c687bb40260751ebe12fc1f7c1c17cadef458347,c4e01b978f1e8e7c4fcca05e5128bdbf93baea3b,24,503,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,403,4D,397600,143700,38.961,-77.028,403,4D,397600,143700,38.961,-77.028
Adult,2024,6/21/2024,1,81046203f7e504cdeee4eb1b8d94aa800a9aa345,2509d567ef09376359070fa21a61b009efe0fdb4,24,302,3D,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,502,5D,400400,140500,38.932,-76.996,502,5D,400400,140500,38.932,-76.996
Adult,2024,6/21/2024,23,ceef2bd8485288317668c777b5ee3a090bc9b2b3,56fd54e410b00be7e823fa496c31a484a1aa153f,24,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),305,3D,397800,138800,38.917,-77.025,305,3D,397800,138800,38.917,-77.025
Adult,2024,6/21/2024,13,99fa25344bc95173fbb2198cbfdf4a7820462bbe,a75626a8fa1fab2cbd2b4bf1f5ec7c9c3cddd584,24,409,4D,BLACK,UNKNOWN,FEMALE,Theft,Theft Second Degree (theft From Building),207,2D,396400,137300,38.904,-77.042,207,2D,396400,137300,38.904,-77.042
Adult,2024,6/21/2024,20,d4792431bcf6d102b428e28afadcfd13bd21a120,a2530c76f9aceec4d51eb7003a8d72446752b20e,23,,,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,307,3D,397900,137700,38.907,-77.024,307,3D,397900,137700,38.907,-77.024
Adult,2024,6/21/2024,23,38e2a38eb3ac1d0ae7a5d0711f4c8d8d3c0aae90,03c48c2ebeafcca65eb23e6d48fb95db18988cb4,23,104,1D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Fleeing from a law enforcement officer in a motor vehicle,603,6D,404300,135300,38.886,-76.951,603,6D,404100,135900,38.891,-76.953
Adult,2024,6/21/2024,18,5d8b431d06a094133cf03d298da8b27083789f17,3d0983e84a559cc8df1b36095f6fe44008f4e7b5,22,,,WHITE,HISPANIC,MALE,Theft,Shoplifting,209,2D,397500,136700,38.899,-77.028,209,2D,397500,136700,38.899,-77.028
Adult,2024,6/21/2024,16,08b4f5943c295b7e7a82ed15ed06cda196fee21e,e8d30e216d67a669ae07e0d295f11905c7a196ff,22,704,7D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",602,6D,406000,136800,38.899,-76.931,602,6D,406000,136800,38.899,-76.931
Adult,2024,6/21/2024,15,51f4082aea8badadaf0ade35a44ee83120b379a5,9675b96234a21450bee4355b912487ead653ea1e,21,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,,,397400,143700,38.962,-77.03,403,4D,397500,143700,38.961,-77.028
Adult,2024,6/21/2024,23,55b3df718415d8ce83fc040117b2e149bb0e44ea,39c25e778cf7dd3d78183dec809ab8b4c9aa03f1,20,503,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Consumption of marijuana in public space prohibited,106,1D,399500,134500,38.879,-77.006,106,1D,399500,134500,38.879,-77.006
Adult,2024,6/21/2024,20,2b157984e0bef0f4d3fd3956eeaeffff8b94602c,b2544f89726b745d532bf7b853674087f0753398,20,302,3D,BLACK,UNKNOWN,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",703,7D,401300,131900,38.855,-76.985,703,7D,401300,131900,38.855,-76.985
